policy_id,customer_id,fuel,vehicle_segment,premium,bodily_injury_liability,personal_injury_protection,property_damage_liability,collision,comprehensive,date_of_purchase
12661,420,CNG,A,1553,TRUE,FALSE,FALSE,TRUE,TRUE,1524096000
12662,420,CNG,A,1873,FALSE,TRUE,TRUE,FALSE,FALSE,1524096000
12663,420,CNG,A,2190,FALSE,TRUE,TRUE,TRUE,TRUE,1524528000
12664,420,CNG,A,1150,TRUE,FALSE,FALSE,FALSE,FALSE,1524355200
12665,420,CNG,A,2495,TRUE,TRUE,TRUE,TRUE,TRUE,1522972800
12666,420,CNG,A,1211,TRUE,FALSE,TRUE,TRUE,FALSE,1523318400
12667,420,CNG,A,1944,FALSE,FALSE,FALSE,FALSE,FALSE,1524355200
12668,420,CNG,A,795,FALSE,TRUE,TRUE,FALSE,TRUE,1522972800
12669,420,CNG,A,1726,FALSE,TRUE,TRUE,TRUE,TRUE,1524441600
12670,420,CNG,A,1412,TRUE,FALSE,FALSE,TRUE,TRUE,1524700800
12671,420,CNG,A,681,TRUE,FALSE,TRUE,TRUE,FALSE,1524096000
12672,420,CNG,A,1428,TRUE,TRUE,FALSE,FALSE,FALSE,1523145600
12673,420,CNG,A,1891,TRUE,FALSE,FALSE,TRUE,TRUE,1523145600
12674,420,CNG,A,621,TRUE,TRUE,FALSE,FALSE,TRUE,1523404800
12675,420,CNG,A,1475,FALSE,FALSE,FALSE,TRUE,FALSE,1523491200
12676,420,CNG,A,2205,FALSE,TRUE,FALSE,TRUE,TRUE,1524960000
12677,420,CNG,A,555,TRUE,FALSE,FALSE,TRUE,FALSE,1524614400
12678,420,CNG,A,2437,FALSE,TRUE,FALSE,TRUE,TRUE,1524009600
12679,420,CNG,A,1837,FALSE,FALSE,TRUE,TRUE,TRUE,1524700800
12680,420,CNG,A,1798,TRUE,FALSE,TRUE,FALSE,TRUE,1522886400
12681,420,CNG,A,1759,FALSE,FALSE,FALSE,TRUE,FALSE,1524873600
12682,420,CNG,A,2125,FALSE,FALSE,TRUE,FALSE,FALSE,1523059200
12683,420,CNG,A,1429,FALSE,TRUE,FALSE,TRUE,TRUE,1522540800
12684,420,CNG,A,548,TRUE,FALSE,TRUE,TRUE,TRUE,1524787200
12685,420,CNG,A,2081,TRUE,TRUE,TRUE,FALSE,FALSE,1523059200
12686,420,CNG,A,940,TRUE,FALSE,FALSE,FALSE,TRUE,1523923200
12687,420,CNG,A,1835,TRUE,TRUE,TRUE,FALSE,TRUE,1524182400
12688,420,CNG,A,744,TRUE,FALSE,FALSE,FALSE,TRUE,1523664000
12689,420,CNG,A,1193,FALSE,FALSE,TRUE,FALSE,TRUE,1523750400
12690,420,CNG,A,1328,FALSE,FALSE,FALSE,FALSE,TRUE,1522886400
12691,420,CNG,A,1752,TRUE,TRUE,TRUE,TRUE,TRUE,1523318400
12692,420,CNG,A,614,TRUE,FALSE,FALSE,TRUE,TRUE,1524441600
12693,420,CNG,A,644,FALSE,FALSE,TRUE,FALSE,TRUE,1524873600
12694,420,CNG,A,2362,FALSE,TRUE,TRUE,FALSE,FALSE,1522713600
12695,420,CNG,A,1450,TRUE,FALSE,FALSE,FALSE,FALSE,1524268800
12696,420,CNG,A,2032,FALSE,TRUE,TRUE,FALSE,FALSE,1522627200
12697,420,CNG,A,516,FALSE,FALSE,FALSE,FALSE,FALSE,1523491200
12698,420,CNG,A,513,FALSE,TRUE,TRUE,FALSE,FALSE,1525046400
12699,420,CNG,A,677,TRUE,TRUE,TRUE,TRUE,TRUE,1524614400
12700,755,CNG,A,2050,TRUE,FALSE,FALSE,TRUE,TRUE,1524441600
12701,756,CNG,A,785,FALSE,TRUE,FALSE,TRUE,FALSE,1523318400
12702,757,CNG,A,1770,TRUE,TRUE,FALSE,FALSE,TRUE,1523491200
12703,758,CNG,A,2437,FALSE,FALSE,TRUE,FALSE,TRUE,1522713600
12704,759,CNG,A,595,FALSE,FALSE,TRUE,TRUE,FALSE,1523664000
12705,760,CNG,A,1868,TRUE,TRUE,FALSE,TRUE,FALSE,1523923200
12706,761,CNG,A,1300,FALSE,TRUE,FALSE,FALSE,TRUE,1522540800
12707,762,CNG,A,1830,FALSE,FALSE,TRUE,TRUE,FALSE,1524700800
12708,763,CNG,A,1893,FALSE,TRUE,TRUE,TRUE,FALSE,1522800000
12709,764,CNG,A,1256,FALSE,TRUE,TRUE,FALSE,FALSE,1524960000
12710,765,CNG,A,839,TRUE,FALSE,FALSE,TRUE,FALSE,1524960000
12711,766,CNG,A,1954,FALSE,FALSE,FALSE,TRUE,FALSE,1523836800
12712,767,CNG,A,2001,TRUE,TRUE,FALSE,FALSE,FALSE,1523491200
12713,768,CNG,A,1375,TRUE,TRUE,TRUE,TRUE,TRUE,1522800000
12714,769,CNG,A,1134,FALSE,FALSE,FALSE,FALSE,TRUE,1524614400
12715,770,CNG,A,2239,FALSE,FALSE,FALSE,FALSE,FALSE,1524614400
12716,771,CNG,A,2445,TRUE,FALSE,FALSE,TRUE,FALSE,1523750400
12717,772,CNG,A,1095,FALSE,FALSE,FALSE,FALSE,TRUE,1523577600
12718,773,CNG,A,2326,TRUE,FALSE,TRUE,FALSE,FALSE,1525046400
12719,774,CNG,A,1169,FALSE,FALSE,FALSE,TRUE,FALSE,1522972800
12720,775,CNG,A,1186,TRUE,FALSE,FALSE,FALSE,TRUE,1524355200
12721,776,CNG,A,1362,FALSE,TRUE,FALSE,FALSE,FALSE,1523404800
12722,777,CNG,A,1091,FALSE,TRUE,FALSE,TRUE,FALSE,1524873600
12723,778,CNG,A,1133,FALSE,FALSE,FALSE,TRUE,FALSE,1523923200
12724,779,CNG,A,1657,TRUE,TRUE,FALSE,TRUE,FALSE,1524355200
12725,780,CNG,A,1265,FALSE,FALSE,FALSE,FALSE,FALSE,1523923200
12726,781,CNG,A,2162,TRUE,FALSE,FALSE,FALSE,FALSE,1523664000
12727,782,CNG,A,1675,FALSE,TRUE,TRUE,TRUE,FALSE,1524873600
12728,783,CNG,A,1066,TRUE,TRUE,TRUE,FALSE,TRUE,1523145600
12729,784,CNG,A,1008,TRUE,FALSE,FALSE,TRUE,TRUE,1522972800
12730,785,CNG,A,508,FALSE,FALSE,TRUE,TRUE,FALSE,1523664000
12731,786,CNG,A,708,TRUE,FALSE,FALSE,TRUE,FALSE,1524614400
12732,787,CNG,A,2129,TRUE,TRUE,TRUE,TRUE,TRUE,1523318400
12733,788,CNG,A,1633,FALSE,TRUE,FALSE,TRUE,TRUE,1523491200
12734,789,CNG,A,954,TRUE,TRUE,TRUE,FALSE,FALSE,1523059200
12735,790,CNG,A,1413,TRUE,TRUE,TRUE,TRUE,FALSE,1522972800
12736,791,CNG,A,1674,FALSE,FALSE,TRUE,FALSE,TRUE,1524009600
12737,792,CNG,A,2246,TRUE,TRUE,FALSE,FALSE,TRUE,1522713600
12738,793,CNG,A,1700,FALSE,TRUE,FALSE,TRUE,TRUE,1524441600
12739,794,CNG,A,782,TRUE,TRUE,TRUE,TRUE,TRUE,1523059200
12740,795,CNG,A,2069,FALSE,FALSE,TRUE,FALSE,TRUE,1522886400
12741,796,CNG,A,1932,TRUE,TRUE,TRUE,FALSE,FALSE,1522627200
12742,797,CNG,A,1389,TRUE,TRUE,FALSE,TRUE,FALSE,1524441600
12743,798,CNG,A,1378,FALSE,FALSE,FALSE,TRUE,TRUE,1522886400
12744,799,CNG,A,1142,TRUE,TRUE,TRUE,FALSE,FALSE,1524528000
12745,800,CNG,A,1305,TRUE,TRUE,FALSE,TRUE,FALSE,1523404800
12746,801,CNG,A,790,TRUE,FALSE,TRUE,TRUE,TRUE,1524787200
12747,802,CNG,A,811,FALSE,TRUE,TRUE,FALSE,FALSE,1525046400
12748,803,CNG,A,1860,FALSE,TRUE,FALSE,TRUE,TRUE,1524700800
12749,804,CNG,A,1858,FALSE,TRUE,FALSE,FALSE,FALSE,1522972800
12750,805,CNG,A,1981,TRUE,FALSE,TRUE,TRUE,TRUE,1523836800
12751,806,CNG,A,1654,FALSE,TRUE,FALSE,FALSE,FALSE,1523404800
12752,807,CNG,A,2449,FALSE,TRUE,TRUE,FALSE,TRUE,1524096000
12753,808,CNG,A,2087,TRUE,TRUE,FALSE,FALSE,FALSE,1523577600
12754,809,CNG,A,1815,FALSE,TRUE,FALSE,TRUE,TRUE,1524960000
12755,810,CNG,A,781,TRUE,TRUE,TRUE,TRUE,TRUE,1524700800
12756,811,CNG,A,2428,TRUE,FALSE,FALSE,FALSE,FALSE,1522886400
12757,812,CNG,A,587,FALSE,TRUE,TRUE,TRUE,FALSE,1524787200
12758,813,CNG,A,1897,TRUE,FALSE,TRUE,TRUE,FALSE,1522627200
12759,814,CNG,A,517,FALSE,TRUE,FALSE,TRUE,TRUE,1524960000
12760,815,CNG,A,1705,FALSE,TRUE,TRUE,TRUE,FALSE,1522627200
12761,816,CNG,A,912,TRUE,FALSE,TRUE,TRUE,FALSE,1523059200
12762,817,CNG,A,2204,TRUE,TRUE,TRUE,FALSE,FALSE,1522627200
12763,818,CNG,A,2207,FALSE,TRUE,TRUE,FALSE,FALSE,1522627200
12764,819,CNG,A,1943,FALSE,FALSE,TRUE,TRUE,FALSE,1524441600
12765,820,CNG,A,1625,FALSE,TRUE,TRUE,TRUE,FALSE,1524960000
12766,821,CNG,A,762,TRUE,FALSE,TRUE,TRUE,FALSE,1525046400
12767,822,CNG,A,1595,FALSE,FALSE,FALSE,TRUE,FALSE,1523577600
12768,823,CNG,A,625,FALSE,FALSE,FALSE,FALSE,FALSE,1524787200
12769,824,CNG,A,1484,FALSE,FALSE,FALSE,FALSE,FALSE,1523232000
12770,825,CNG,A,1604,TRUE,TRUE,TRUE,FALSE,TRUE,1525046400
12771,826,CNG,A,1046,FALSE,FALSE,TRUE,TRUE,TRUE,1523145600
12772,827,CNG,A,694,FALSE,FALSE,TRUE,FALSE,TRUE,1522972800
12773,828,CNG,A,1248,TRUE,TRUE,TRUE,FALSE,TRUE,1523923200
12774,829,CNG,A,2111,TRUE,FALSE,TRUE,FALSE,TRUE,1522627200
12775,830,CNG,A,1648,FALSE,TRUE,TRUE,TRUE,TRUE,1522800000
12776,831,CNG,A,630,FALSE,FALSE,FALSE,FALSE,FALSE,1524268800
12777,832,CNG,A,1829,FALSE,FALSE,FALSE,FALSE,FALSE,1524096000
12778,833,CNG,A,2113,FALSE,FALSE,FALSE,FALSE,FALSE,1524268800
12779,834,CNG,A,734,TRUE,TRUE,FALSE,TRUE,FALSE,1524009600
12780,835,CNG,A,2177,TRUE,FALSE,TRUE,FALSE,TRUE,1523145600
12781,836,CNG,A,1923,FALSE,FALSE,TRUE,FALSE,TRUE,1523059200
12782,837,CNG,A,1340,FALSE,TRUE,FALSE,FALSE,TRUE,1524009600
12783,838,CNG,A,1282,TRUE,FALSE,FALSE,TRUE,FALSE,1523750400
12784,839,CNG,A,2479,TRUE,TRUE,FALSE,TRUE,TRUE,1522886400
12785,840,CNG,A,1206,FALSE,TRUE,TRUE,TRUE,FALSE,1523404800
12786,840,CNG,A,1116,TRUE,FALSE,FALSE,FALSE,TRUE,1524441600
12787,840,CNG,A,1845,FALSE,TRUE,FALSE,TRUE,FALSE,1524528000
12788,840,CNG,A,600,FALSE,TRUE,FALSE,FALSE,TRUE,1523836800
12789,840,CNG,A,812,TRUE,TRUE,TRUE,FALSE,FALSE,1522540800
12790,840,CNG,A,2278,TRUE,TRUE,FALSE,TRUE,FALSE,1524700800
12791,840,CNG,A,1488,TRUE,FALSE,TRUE,FALSE,FALSE,1522886400
12792,840,CNG,A,1445,FALSE,TRUE,FALSE,FALSE,TRUE,1524873600
12793,840,CNG,A,1677,TRUE,FALSE,FALSE,FALSE,FALSE,1523750400
12794,840,CNG,A,2143,FALSE,FALSE,FALSE,FALSE,TRUE,1523059200
12795,840,CNG,A,1124,FALSE,TRUE,TRUE,TRUE,FALSE,1523232000
12796,840,CNG,A,2076,TRUE,FALSE,FALSE,FALSE,TRUE,1524960000
12797,840,CNG,A,614,FALSE,FALSE,FALSE,FALSE,TRUE,1524182400
12798,840,CNG,A,854,TRUE,FALSE,TRUE,FALSE,TRUE,1524355200
12799,840,CNG,A,861,TRUE,FALSE,FALSE,FALSE,FALSE,1524355200
12800,840,CNG,A,2323,TRUE,FALSE,FALSE,TRUE,FALSE,1523923200
12801,840,CNG,A,508,FALSE,FALSE,FALSE,TRUE,TRUE,1524960000
12802,840,CNG,A,1484,TRUE,FALSE,TRUE,TRUE,FALSE,1523491200
12803,840,CNG,A,1273,FALSE,TRUE,TRUE,FALSE,FALSE,1524268800
12804,840,CNG,A,796,FALSE,TRUE,FALSE,TRUE,FALSE,1523750400
12805,840,CNG,A,681,FALSE,TRUE,TRUE,TRUE,FALSE,1524700800
12806,840,CNG,A,1639,TRUE,TRUE,TRUE,TRUE,TRUE,1522713600
12807,840,CNG,A,791,FALSE,FALSE,TRUE,TRUE,TRUE,1523750400
12808,840,CNG,A,845,TRUE,TRUE,TRUE,FALSE,TRUE,1522972800
12809,840,CNG,A,920,FALSE,TRUE,FALSE,TRUE,FALSE,1523145600
12810,840,CNG,A,2123,FALSE,FALSE,FALSE,TRUE,TRUE,1524614400
12811,840,CNG,A,1973,TRUE,FALSE,FALSE,FALSE,FALSE,1523059200
12812,840,CNG,A,2234,FALSE,FALSE,TRUE,TRUE,TRUE,1523836800
12813,840,CNG,A,1988,FALSE,FALSE,FALSE,FALSE,FALSE,1523664000
12814,840,CNG,A,2366,TRUE,TRUE,FALSE,FALSE,FALSE,1523836800
12815,840,CNG,A,1773,TRUE,FALSE,TRUE,FALSE,FALSE,1523750400
12816,840,CNG,A,1017,TRUE,FALSE,TRUE,FALSE,FALSE,1523232000
12817,840,CNG,A,1008,TRUE,TRUE,TRUE,FALSE,TRUE,1523145600
12818,840,CNG,A,1088,TRUE,FALSE,FALSE,TRUE,TRUE,1524268800
12819,840,CNG,A,923,TRUE,FALSE,TRUE,FALSE,TRUE,1523145600
12820,840,CNG,A,813,TRUE,FALSE,TRUE,FALSE,TRUE,1522886400
12821,840,CNG,A,1982,TRUE,TRUE,TRUE,TRUE,TRUE,1524009600
12822,840,CNG,A,549,TRUE,TRUE,FALSE,TRUE,TRUE,1524182400
12823,840,CNG,A,1389,FALSE,FALSE,TRUE,FALSE,TRUE,1524355200
12824,840,CNG,A,2268,FALSE,FALSE,FALSE,TRUE,TRUE,1524096000
12825,840,CNG,A,770,TRUE,TRUE,FALSE,FALSE,TRUE,1524268800
12826,840,CNG,A,887,TRUE,FALSE,TRUE,TRUE,FALSE,1524700800
12827,840,CNG,A,1758,TRUE,FALSE,TRUE,TRUE,FALSE,1523923200
12828,840,CNG,A,1018,TRUE,FALSE,TRUE,FALSE,TRUE,1523491200
12829,840,CNG,A,2162,TRUE,TRUE,FALSE,TRUE,FALSE,1523232000
12830,840,CNG,A,860,FALSE,TRUE,TRUE,TRUE,TRUE,1524268800
12831,840,CNG,A,1319,FALSE,TRUE,TRUE,FALSE,FALSE,1524528000
12832,840,CNG,A,1918,TRUE,TRUE,TRUE,TRUE,FALSE,1523145600
12833,840,CNG,A,732,FALSE,TRUE,TRUE,TRUE,FALSE,1522800000
12834,840,CNG,A,1019,TRUE,TRUE,FALSE,TRUE,FALSE,1522540800
12835,840,CNG,A,2415,FALSE,TRUE,TRUE,FALSE,FALSE,1524700800
12836,840,CNG,A,1538,TRUE,FALSE,TRUE,TRUE,FALSE,1524009600
12837,840,CNG,A,2279,TRUE,FALSE,TRUE,TRUE,FALSE,1524182400
12838,840,CNG,A,2218,FALSE,FALSE,FALSE,FALSE,FALSE,1524700800
12839,840,CNG,A,1653,TRUE,FALSE,TRUE,FALSE,FALSE,1524182400
12840,840,CNG,A,2436,TRUE,TRUE,TRUE,FALSE,TRUE,1523232000
12841,840,CNG,A,1673,FALSE,FALSE,FALSE,TRUE,FALSE,1524096000
12842,840,CNG,A,2332,FALSE,FALSE,FALSE,TRUE,TRUE,1522713600
12843,840,CNG,A,959,FALSE,FALSE,TRUE,FALSE,TRUE,1524096000
12844,840,CNG,A,837,TRUE,FALSE,FALSE,TRUE,TRUE,1524787200
12845,840,CNG,A,2434,FALSE,FALSE,TRUE,TRUE,FALSE,1525219200
12846,840,CNG,A,1778,TRUE,TRUE,FALSE,TRUE,TRUE,1525737600
12847,840,CNG,A,2417,FALSE,FALSE,TRUE,TRUE,TRUE,1527379200
12848,840,CNG,A,1775,TRUE,TRUE,FALSE,FALSE,FALSE,1525651200
12849,840,CNG,A,1210,FALSE,TRUE,FALSE,TRUE,FALSE,1527379200
12850,840,CNG,A,568,FALSE,TRUE,TRUE,TRUE,TRUE,1527379200
12851,840,CNG,A,724,TRUE,FALSE,TRUE,TRUE,FALSE,1526947200
12852,840,CNG,A,1760,TRUE,TRUE,TRUE,TRUE,TRUE,1525219200
12853,840,CNG,A,1345,TRUE,TRUE,TRUE,TRUE,FALSE,1526169600
12854,840,CNG,A,2094,TRUE,TRUE,FALSE,FALSE,FALSE,1525478400
12855,840,CNG,A,2241,TRUE,TRUE,TRUE,FALSE,FALSE,1527206400
12856,840,CNG,A,1488,TRUE,TRUE,FALSE,TRUE,TRUE,1525305600
12857,840,CNG,A,1028,TRUE,TRUE,TRUE,TRUE,TRUE,1527465600
12858,840,CNG,A,1252,FALSE,FALSE,TRUE,TRUE,FALSE,1525824000
12859,840,CNG,A,2445,FALSE,FALSE,TRUE,FALSE,FALSE,1525910400
12860,840,CNG,A,1525,TRUE,FALSE,TRUE,TRUE,FALSE,1525996800
12861,840,CNG,A,1157,TRUE,FALSE,FALSE,TRUE,FALSE,1525910400
12862,840,CNG,A,902,TRUE,FALSE,FALSE,TRUE,FALSE,1526947200
12863,840,CNG,A,2082,FALSE,FALSE,FALSE,TRUE,FALSE,1525132800
12864,840,CNG,A,1723,TRUE,TRUE,FALSE,TRUE,TRUE,1526947200
12865,840,CNG,A,1532,FALSE,FALSE,TRUE,TRUE,TRUE,1525564800
12866,840,CNG,A,972,FALSE,FALSE,TRUE,FALSE,FALSE,1526256000
12867,840,CNG,A,1089,FALSE,TRUE,FALSE,TRUE,TRUE,1525478400
12868,840,CNG,A,2400,TRUE,TRUE,TRUE,TRUE,TRUE,1525996800
12869,840,CNG,A,1667,TRUE,TRUE,TRUE,TRUE,FALSE,1526947200
12870,840,CNG,A,908,TRUE,TRUE,FALSE,TRUE,TRUE,1527638400
12871,840,CNG,A,1719,TRUE,FALSE,TRUE,FALSE,TRUE,1525910400
12872,840,CNG,A,1148,FALSE,TRUE,TRUE,FALSE,FALSE,1527120000
12873,840,CNG,A,1412,FALSE,TRUE,FALSE,FALSE,TRUE,1526342400
12874,840,CNG,A,1291,TRUE,FALSE,FALSE,TRUE,FALSE,1525564800
12875,840,CNG,A,1211,TRUE,FALSE,TRUE,TRUE,TRUE,1525564800
12876,840,CNG,A,995,TRUE,FALSE,TRUE,TRUE,FALSE,1525651200
12877,840,CNG,A,724,TRUE,TRUE,TRUE,TRUE,FALSE,1527638400
12878,840,CNG,A,1177,TRUE,FALSE,FALSE,TRUE,TRUE,1525219200
12879,840,CNG,A,2403,FALSE,FALSE,FALSE,TRUE,FALSE,1526083200
12880,840,CNG,A,1134,FALSE,TRUE,FALSE,FALSE,FALSE,1525824000
12881,840,CNG,A,2419,TRUE,TRUE,TRUE,TRUE,FALSE,1526169600
12882,840,CNG,A,1049,FALSE,TRUE,TRUE,TRUE,TRUE,1526774400
12883,840,CNG,A,1123,FALSE,TRUE,FALSE,FALSE,FALSE,1525564800
12884,840,CNG,A,1571,TRUE,FALSE,TRUE,FALSE,TRUE,1525219200
12885,840,CNG,A,1540,TRUE,FALSE,TRUE,FALSE,TRUE,1526515200
12886,840,CNG,A,2154,TRUE,TRUE,FALSE,TRUE,TRUE,1526342400
12887,840,CNG,A,1188,TRUE,TRUE,TRUE,FALSE,TRUE,1526083200
12888,840,CNG,A,2465,TRUE,TRUE,TRUE,FALSE,FALSE,1525651200
12889,840,CNG,A,1972,FALSE,FALSE,FALSE,FALSE,TRUE,1525737600
12890,840,CNG,A,947,FALSE,TRUE,TRUE,FALSE,FALSE,1526860800
12891,840,CNG,A,2032,FALSE,TRUE,FALSE,TRUE,TRUE,1526256000
12892,840,CNG,A,1409,FALSE,TRUE,TRUE,FALSE,TRUE,1526083200
12893,840,CNG,A,1353,FALSE,TRUE,FALSE,TRUE,TRUE,1525219200
12894,840,CNG,A,2449,TRUE,TRUE,FALSE,TRUE,FALSE,1525996800
12895,840,CNG,A,1602,TRUE,FALSE,TRUE,FALSE,TRUE,1527638400
12896,840,CNG,A,1400,FALSE,FALSE,TRUE,FALSE,TRUE,1526688000
12897,840,CNG,A,915,FALSE,FALSE,TRUE,TRUE,TRUE,1527552000
12898,840,CNG,A,601,FALSE,FALSE,TRUE,TRUE,TRUE,1525219200
12899,840,CNG,A,1898,TRUE,FALSE,FALSE,FALSE,FALSE,1525824000
12900,840,CNG,A,1852,TRUE,TRUE,FALSE,TRUE,TRUE,1526256000
12901,840,CNG,A,686,TRUE,FALSE,FALSE,TRUE,TRUE,1526428800
12902,840,CNG,A,1914,FALSE,TRUE,TRUE,FALSE,TRUE,1527552000
12903,840,CNG,A,689,FALSE,TRUE,TRUE,FALSE,TRUE,1525564800
12904,840,CNG,A,776,TRUE,TRUE,FALSE,TRUE,FALSE,1526256000
12905,840,CNG,A,1399,FALSE,FALSE,TRUE,FALSE,TRUE,1526342400
12906,840,CNG,A,2344,FALSE,FALSE,TRUE,FALSE,TRUE,1525651200
12907,840,CNG,A,1010,TRUE,TRUE,TRUE,TRUE,TRUE,1527120000
12908,840,CNG,A,1988,FALSE,TRUE,FALSE,TRUE,TRUE,1527379200
12909,840,CNG,A,634,FALSE,TRUE,TRUE,FALSE,FALSE,1525478400
12910,840,CNG,A,2100,FALSE,FALSE,TRUE,TRUE,FALSE,1526083200
12911,840,CNG,A,635,TRUE,TRUE,FALSE,FALSE,TRUE,1526342400
12912,840,CNG,A,1829,TRUE,TRUE,TRUE,TRUE,FALSE,1525996800
12913,840,CNG,A,582,TRUE,FALSE,FALSE,TRUE,TRUE,1526515200
12914,840,CNG,A,1884,TRUE,FALSE,FALSE,FALSE,FALSE,1527638400
12915,840,CNG,A,2203,FALSE,TRUE,TRUE,FALSE,FALSE,1527292800
12916,840,CNG,A,946,TRUE,FALSE,FALSE,TRUE,FALSE,1526688000
12917,840,CNG,A,716,FALSE,TRUE,TRUE,TRUE,TRUE,1525219200
12918,840,CNG,A,1625,FALSE,TRUE,FALSE,TRUE,TRUE,1526169600
12919,840,CNG,A,837,FALSE,FALSE,FALSE,TRUE,FALSE,1525996800
12920,840,CNG,A,2469,TRUE,TRUE,TRUE,FALSE,TRUE,1526688000
12921,840,CNG,A,1162,FALSE,FALSE,TRUE,FALSE,TRUE,1526515200
12922,840,CNG,A,1565,FALSE,FALSE,TRUE,TRUE,FALSE,1526428800
12923,840,CNG,A,2313,TRUE,FALSE,FALSE,TRUE,FALSE,1526601600
12924,840,CNG,A,741,TRUE,FALSE,FALSE,TRUE,TRUE,1526083200
12925,840,CNG,A,1845,TRUE,FALSE,TRUE,FALSE,FALSE,1525651200
12926,840,CNG,A,1325,FALSE,TRUE,TRUE,FALSE,TRUE,1526860800
12927,840,CNG,A,1570,TRUE,TRUE,TRUE,FALSE,TRUE,1526860800
12928,840,CNG,A,2209,FALSE,FALSE,TRUE,TRUE,TRUE,1526515200
12929,840,CNG,A,538,FALSE,TRUE,FALSE,TRUE,FALSE,1527120000
12930,840,CNG,A,1895,TRUE,TRUE,TRUE,TRUE,TRUE,1526860800
12931,840,CNG,A,2182,FALSE,TRUE,FALSE,TRUE,TRUE,1527638400
12932,840,CNG,A,1483,TRUE,TRUE,FALSE,FALSE,TRUE,1527033600
12933,840,CNG,A,1241,TRUE,FALSE,TRUE,TRUE,FALSE,1525478400
12934,840,CNG,A,1256,FALSE,FALSE,TRUE,FALSE,FALSE,1527206400
12935,840,CNG,A,2340,FALSE,FALSE,FALSE,TRUE,FALSE,1526515200
12936,840,CNG,A,2365,FALSE,TRUE,TRUE,FALSE,FALSE,1527033600
12937,840,CNG,A,651,TRUE,TRUE,FALSE,FALSE,FALSE,1527292800
12938,840,CNG,A,2141,FALSE,TRUE,FALSE,FALSE,TRUE,1527638400
12939,840,CNG,A,1358,FALSE,TRUE,TRUE,TRUE,TRUE,1527206400
12940,995,CNG,A,2094,TRUE,FALSE,FALSE,FALSE,FALSE,1526428800
12941,996,CNG,A,1962,FALSE,TRUE,TRUE,TRUE,FALSE,1526601600
12942,997,CNG,A,2055,TRUE,FALSE,TRUE,FALSE,FALSE,1527638400
12943,998,CNG,A,1542,TRUE,FALSE,TRUE,TRUE,TRUE,1526947200
12944,999,CNG,A,1339,FALSE,TRUE,TRUE,TRUE,FALSE,1526688000
12945,1000,CNG,A,2284,TRUE,FALSE,TRUE,FALSE,TRUE,1529539200
12946,1001,CNG,A,1340,TRUE,TRUE,TRUE,TRUE,TRUE,1530230400
12947,1002,CNG,A,2041,FALSE,FALSE,FALSE,FALSE,TRUE,1528761600
12948,1003,CNG,A,861,TRUE,FALSE,FALSE,TRUE,FALSE,1528502400
12949,1004,CNG,B,1047,TRUE,TRUE,FALSE,FALSE,FALSE,1529625600
12950,1005,CNG,B,2001,TRUE,FALSE,FALSE,FALSE,FALSE,1528934400
12951,1006,CNG,B,1327,FALSE,FALSE,FALSE,FALSE,TRUE,1529971200
12952,1007,CNG,B,2367,FALSE,FALSE,TRUE,FALSE,TRUE,1529539200
12953,1008,CNG,B,1829,TRUE,FALSE,FALSE,TRUE,FALSE,1530057600
12954,1009,CNG,B,1744,FALSE,FALSE,TRUE,TRUE,TRUE,1528502400
12955,1010,CNG,B,878,FALSE,TRUE,FALSE,FALSE,FALSE,1528243200
12956,1011,Petrol,B,641,FALSE,FALSE,FALSE,TRUE,TRUE,1528675200
12957,1012,Petrol,B,1096,TRUE,TRUE,TRUE,TRUE,TRUE,1529971200
12958,1013,Petrol,B,1761,TRUE,FALSE,FALSE,TRUE,TRUE,1529539200
12959,1014,Petrol,B,875,TRUE,FALSE,FALSE,TRUE,TRUE,1529020800
12960,1015,Petrol,B,698,FALSE,TRUE,FALSE,FALSE,FALSE,1527811200
12961,1016,Petrol,B,1251,TRUE,TRUE,FALSE,FALSE,FALSE,1530316800
12962,1017,Petrol,B,1500,TRUE,TRUE,FALSE,FALSE,TRUE,1529193600
12963,1018,Petrol,B,2422,TRUE,FALSE,TRUE,FALSE,TRUE,1530316800
12964,1019,Petrol,B,1197,TRUE,FALSE,TRUE,TRUE,TRUE,1529625600
12965,1020,Petrol,B,1507,TRUE,TRUE,TRUE,FALSE,TRUE,1527811200
12966,1021,Petrol,B,609,FALSE,FALSE,TRUE,FALSE,TRUE,1530144000
12967,1022,Petrol,B,1339,TRUE,FALSE,TRUE,FALSE,TRUE,1529884800
12968,1023,Petrol,B,1730,FALSE,FALSE,TRUE,FALSE,FALSE,1528329600
12969,1024,Petrol,B,2164,TRUE,TRUE,TRUE,TRUE,TRUE,1527811200
12970,1025,Petrol,B,1791,FALSE,FALSE,TRUE,FALSE,TRUE,1529712000
12971,1026,Petrol,B,759,TRUE,TRUE,TRUE,FALSE,FALSE,1529280000
12972,1027,Petrol,B,1199,TRUE,FALSE,FALSE,TRUE,FALSE,1528934400
12973,1028,Petrol,B,1214,TRUE,TRUE,TRUE,TRUE,TRUE,1530144000
12974,1029,Petrol,B,2104,TRUE,FALSE,TRUE,FALSE,TRUE,1528848000
12975,1030,Petrol,B,538,TRUE,FALSE,TRUE,FALSE,TRUE,1528502400
12976,1031,Petrol,B,1951,FALSE,FALSE,TRUE,FALSE,FALSE,1530057600
12977,1032,Petrol,B,804,FALSE,TRUE,TRUE,FALSE,TRUE,1529280000
